gama_x,gama_y
41066.9819166254,36668.66954559833
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41737.33723871445,38777.302251229994
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41047.40017663222,36618.13543013856
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41353.11625570897,38966.827101457864
41701.94170999667,38803.952898385
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
45088.78592580499,38200.654964041896
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41805.22962004843,38787.138084681705
41805.22962004843,38787.138084681705
41793.4711993254,38831.69118245132
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41701.94170999667,38803.952898385
42293.60512914136,39346.116330418736
42178.6804032888,39319.9617032595
42020.97253580089,39243.58215178922
41974.108711024746,39181.45290406421
42000.50117847358,39145.55853720475
42142.868881602655,39404.14995528292
42045.72962568747,39253.45243366249
41974.108711024746,39181.45290406421
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
42117.91685474303,36662.55050260015
42264.7213532062,36699.51842546929
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
41837.05449833104,38979.05395889841
42032.60558763903,36733.58498470858
41837.05449833104,38979.05395889841
42117.91685474303,36662.55050260015
42205.847323036054,36745.60962776095
